eval,fitness,best_so_far,improved,file
58,0.0024806779232342964,0.0020910678811961376,False,samples_fe=58.json
59,0.002456630023697502,0.0020910678811961376,False,samples_fe=59.json
60,0.0022246588153689425,0.0020910678811961376,False,samples_fe=60.json
62,0.0022581125585831073,0.0020910678811961376,False,samples_fe=62.json
63,0.002578582778431814,0.0020910678811961376,False,samples_fe=63.json
64,0.002152629074880584,0.0020910678811961376,False,samples_fe=64.json
65,0.0027141078406800953,0.0020910678811961376,False,samples_fe=65.json
66,0.0024684056838593345,0.0020910678811961376,False,samples_fe=66.json
67,0.0020910678811961376,0.0020910678811961376,False,samples_fe=67.json
68,0.0022531685982838862,0.0020910678811961376,False,samples_fe=68.json
69,0.002638663183644402,0.0020910678811961376,False,samples_fe=69.json
70,0.002483279970279317,0.0020910678811961376,False,samples_fe=70.json
71,0.002675104243534325,0.0020910678811961376,False,samples_fe=71.json
72,0.002412318917373397,0.0020910678811961376,False,samples_fe=72.json
74,0.002431981941060749,0.0020910678811961376,False,samples_fe=74.json
75,0.0025264028224836754,0.0020910678811961376,False,samples_fe=75.json
77,0.0026075656446602957,0.0020910678811961376,False,samples_fe=77.json
78,0.0023889081432689994,0.0020910678811961376,False,samples_fe=78.json
79,0.0024656231908325218,0.0020910678811961376,False,samples_fe=79.json
80,0.0021379112726105237,0.0020910678811961376,False,samples_fe=80.json
85,0.0022581083127345496,0.0020910678811961376,False,samples_fe=85.json
86,0.002802442031268293,0.0020910678811961376,False,samples_fe=86.json
88,0.002528039120438443,0.0020910678811961376,False,samples_fe=88.json
92,0.00226829728055707,0.0020910678811961376,False,samples_fe=92.json
94,0.0027795808545203657,0.0020910678811961376,False,samples_fe=94.json
95,0.002581012531761878,0.0020910678811961376,False,samples_fe=95.json
96,0.002642727804993542,0.0020910678811961376,False,samples_fe=96.json
97,0.00252711816085514,0.0020910678811961376,False,samples_fe=97.json
98,0.0028037419157271636,0.0020910678811961376,False,samples_fe=98.json
99,0.00236634920106685,0.0020910678811961376,False,samples_fe=99.json
101,0.00273015049039769,0.0020910678811961376,False,samples_fe=101.json
102,0.0026620299427126738,0.0020910678811961376,False,samples_fe=102.json
103,0.0023618282531986264,0.0020910678811961376,False,samples_fe=103.json
104,0.0025669126282000464,0.0020910678811961376,False,samples_fe=104.json
105,0.002223992957503918,0.0020910678811961376,False,samples_fe=105.json
106,0.0023493945678871,0.0020910678811961376,False,samples_fe=106.json
107,0.0025479321733735344,0.0020910678811961376,False,samples_fe=107.json
108,0.002426906361720302,0.0020910678811961376,False,samples_fe=108.json
109,0.0020910678811961376,0.0020910678811961376,False,samples_fe=109.json
111,0.002418026268595022,0.0020910678811961376,False,samples_fe=111.json
113,0.002261575619854441,0.0020910678811961376,False,samples_fe=113.json
114,0.0025137133258990962,0.0020910678811961376,False,samples_fe=114.json
115,0.002137911272694556,0.0020910678811961376,False,samples_fe=115.json
116,0.0022528367653676497,0.0020910678811961376,False,samples_fe=116.json
117,0.002395110204505251,0.0020910678811961376,False,samples_fe=117.json
119,0.0026646240100009467,0.0020910678811961376,False,samples_fe=119.json
120,0.0026935687516555337,0.0020910678811961376,False,samples_fe=120.json
121,0.002496524812468638,0.0020910678811961376,False,samples_fe=121.json
122,0.0026646240100009467,0.0020910678811961376,False,samples_fe=122.json
123,0.002573947505439488,0.0020910678811961376,False,samples_fe=123.json
124,0.0028830031663434454,0.0020910678811961376,False,samples_fe=124.json
125,0.0022091009226931782,0.0020910678811961376,False,samples_fe=125.json
127,0.0022673610100363423,0.0020910678811961376,False,samples_fe=127.json
128,0.002481819323138604,0.0020910678811961376,False,samples_fe=128.json
129,0.0028985125279564128,0.0020910678811961376,False,samples_fe=129.json
130,0.0024450398871561784,0.0020910678811961376,False,samples_fe=130.json
131,0.002274560214119792,0.0020910678811961376,False,samples_fe=131.json
132,0.0025171756516671443,0.0020910678811961376,False,samples_fe=132.json
133,0.0025329675866882007,0.0020910678811961376,False,samples_fe=133.json
134,0.0027613405121715002,0.0020910678811961376,False,samples_fe=134.json
135,0.002513966412717354,0.0020910678811961376,False,samples_fe=135.json
136,0.0029543743377220435,0.0020910678811961376,False,samples_fe=136.json
137,0.00259621040951349,0.0020910678811961376,False,samples_fe=137.json
138,0.0023797838003023703,0.0020910678811961376,False,samples_fe=138.json
140,0.002645696522608215,0.0020910678811961376,False,samples_fe=140.json
141,0.0027303527396991757,0.0020910678811961376,False,samples_fe=141.json
142,0.00236634920108114,0.0020910678811961376,False,samples_fe=142.json
143,0.002885281792988645,0.0020910678811961376,False,samples_fe=143.json
145,0.0022246588155956817,0.0020910678811961376,False,samples_fe=145.json
147,0.002388907613750911,0.0020910678811961376,False,samples_fe=147.json
148,0.0026124336558883943,0.0020910678811961376,False,samples_fe=148.json
149,0.0023951094376027447,0.0020910678811961376,False,samples_fe=149.json
150,0.002696330728584318,0.0020910678811961376,False,samples_fe=150.json
151,0.006463827127030472,0.0020910678811961376,False,samples_fe=151.json
153,0.0021706417508012073,0.0020910678811961376,False,samples_fe=153.json
155,0.0025571159268321444,0.0020910678811961376,False,samples_fe=155.json
156,0.0023495167113351386,0.0020910678811961376,False,samples_fe=156.json
157,0.0025999433500957067,0.0020910678811961376,False,samples_fe=157.json
158,0.7408470335652431,0.0020910678811961376,False,samples_fe=158.json
160,0.00259461822523834,0.0020910678811961376,False,samples_fe=160.json
161,0.0021379112726965083,0.0020910678811961376,False,samples_fe=161.json
162,0.002467935990422595,0.0020910678811961376,False,samples_fe=162.json
163,0.002332393447330866,0.0020910678811961376,False,samples_fe=163.json
165,0.0024553259012985214,0.0020910678811961376,False,samples_fe=165.json
167,0.002731936971109841,0.0020910678811961376,False,samples_fe=167.json
168,0.0026155501513235916,0.0020910678811961376,False,samples_fe=168.json
170,0.002556947504236506,0.0020910678811961376,False,samples_fe=170.json
171,0.0024247387455717975,0.0020910678811961376,False,samples_fe=171.json
172,2.267058008188943e-05,2.267058008188943e-05,True,samples_fe=172.json
173,0.0003065966963441415,2.267058008188943e-05,False,samples_fe=173.json
174,0.00025969643576069604,2.267058008188943e-05,False,samples_fe=174.json
175,0.000384099797430936,2.267058008188943e-05,False,samples_fe=175.json
176,3.074925188605715e-05,2.267058008188943e-05,False,samples_fe=176.json
177,0.0004046699547040388,2.267058008188943e-05,False,samples_fe=177.json
178,2.6048411431396153e-05,2.267058008188943e-05,False,samples_fe=178.json
180,2.7654658888266738e-05,2.267058008188943e-05,False,samples_fe=180.json
181,1.7133359522504622e-05,1.7133359522504622e-05,True,samples_fe=181.json
183,2.9914712272499457e-05,1.7133359522504622e-05,False,samples_fe=183.json
184,0.00021912516420650736,1.7133359522504622e-05,False,samples_fe=184.json
185,6.178272678857932e-05,1.7133359522504622e-05,False,samples_fe=185.json
187,0.000250312102554735,1.7133359522504622e-05,False,samples_fe=187.json
188,2.1399705060473e-05,1.7133359522504622e-05,False,samples_fe=188.json
189,1.8979590044492113e-05,1.7133359522504622e-05,False,samples_fe=189.json
190,0.00023963589419506004,1.7133359522504622e-05,False,samples_fe=190.json
191,0.000539019408938077,1.7133359522504622e-05,False,samples_fe=191.json
192,1.8530697855584213e-05,1.7133359522504622e-05,False,samples_fe=192.json
193,1.8980274965036466e-05,1.7133359522504622e-05,False,samples_fe=193.json
194,1.9038539748560296e-05,1.7133359522504622e-05,False,samples_fe=194.json
195,2.558629186061624e-05,1.7133359522504622e-05,False,samples_fe=195.json
196,6.499590528976016e-05,1.7133359522504622e-05,False,samples_fe=196.json
198,3.3639245517649554e-05,1.7133359522504622e-05,False,samples_fe=198.json
199,2.3353043309462365e-05,1.7133359522504622e-05,False,samples_fe=199.json
200,1.9038540233313064e-05,1.7133359522504622e-05,False,samples_fe=200.json
201,2.1048379492029607e-05,1.7133359522504622e-05,False,samples_fe=201.json
202,1.4126688960791737e-05,1.4126688960791737e-05,True,samples_fe=202.json
203,2.1568282022319537e-05,1.4126688960791737e-05,False,samples_fe=203.json
204,2.1690835196068962e-05,1.4126688960791737e-05,False,samples_fe=204.json
205,2.285782462857359e-05,1.4126688960791737e-05,False,samples_fe=205.json
206,0.0003976758268331587,1.4126688960791737e-05,False,samples_fe=206.json
207,1.7086669825393172e-05,1.4126688960791737e-05,False,samples_fe=207.json
208,2.1047793274502652e-05,1.4126688960791737e-05,False,samples_fe=208.json
209,3.146510199637429e-05,1.4126688960791737e-05,False,samples_fe=209.json
210,1.8974191788172354e-05,1.4126688960791737e-05,False,samples_fe=210.json
211,3.4027765935880724e-05,1.4126688960791737e-05,False,samples_fe=211.json
212,2.0200370392054856e-05,1.4126688960791737e-05,False,samples_fe=212.json
213,2.38667678341139e-05,1.4126688960791737e-05,False,samples_fe=213.json
214,1.4748069459127938e-05,1.4126688960791737e-05,False,samples_fe=214.json
215,0.00012813868252278061,1.4126688960791737e-05,False,samples_fe=215.json
218,1.8974191788172354e-05,1.4126688960791737e-05,False,samples_fe=218.json
219,1.598979244478801e-05,1.4126688960791737e-05,False,samples_fe=219.json
220,0.00024211797009122642,1.4126688960791737e-05,False,samples_fe=220.json
221,1.981397113272326e-05,1.4126688960791737e-05,False,samples_fe=221.json
222,1.4062090217820451e-05,1.4062090217820451e-05,True,samples_fe=222.json
223,1.6349277018349742e-05,1.4062090217820451e-05,False,samples_fe=223.json
224,1.498687060161551e-05,1.4062090217820451e-05,False,samples_fe=224.json
225,1.7086669825393172e-05,1.4062090217820451e-05,False,samples_fe=225.json
226,1.4854217878278204e-05,1.4062090217820451e-05,False,samples_fe=226.json
228,1.6897054790145383e-05,1.4062090217820451e-05,False,samples_fe=228.json
229,1.8635031722805366e-05,1.4062090217820451e-05,False,samples_fe=229.json
230,1.671590177793509e-05,1.4062090217820451e-05,False,samples_fe=230.json
231,0.0002386158704046359,1.4062090217820451e-05,False,samples_fe=231.json
232,1.862538878453449e-05,1.4062090217820451e-05,False,samples_fe=232.json
233,1.5077584691435613e-05,1.4062090217820451e-05,False,samples_fe=233.json
234,1.7390778632997197e-05,1.4062090217820451e-05,False,samples_fe=234.json
235,2.0411151750004352e-05,1.4062090217820451e-05,False,samples_fe=235.json
236,1.811455269792729e-05,1.4062090217820451e-05,False,samples_fe=236.json
237,2.1219391249483964e-05,1.4062090217820451e-05,False,samples_fe=237.json
239,2.0869282904982203e-05,1.4062090217820451e-05,False,samples_fe=239.json
240,1.383536628198438e-05,1.383536628198438e-05,True,samples_fe=240.json
241,1.5944117165117315e-05,1.383536628198438e-05,False,samples_fe=241.json
242,1.6013797906754124e-05,1.383536628198438e-05,False,samples_fe=242.json
243,1.434576625546987e-05,1.383536628198438e-05,False,samples_fe=243.json
245,1.700403284876105e-05,1.383536628198438e-05,False,samples_fe=245.json
246,0.00037993309062750284,1.383536628198438e-05,False,samples_fe=246.json
247,1.620064241316501e-05,1.383536628198438e-05,False,samples_fe=247.json
249,1.4639495958483603e-05,1.383536628198438e-05,False,samples_fe=249.json
250,1.4062090217820451e-05,1.383536628198438e-05,False,samples_fe=250.json
251,1.4639495958483603e-05,1.383536628198438e-05,False,samples_fe=251.json
252,1.446187705655499e-05,1.383536628198438e-05,False,samples_fe=252.json
253,1.542065324128125e-05,1.383536628198438e-05,False,samples_fe=253.json
254,0.0003685998508292816,1.383536628198438e-05,False,samples_fe=254.json
256,1.446187705655499e-05,1.383536628198438e-05,False,samples_fe=256.json
257,1.3952313684032154e-05,1.383536628198438e-05,False,samples_fe=257.json
258,1.434576625546987e-05,1.383536628198438e-05,False,samples_fe=258.json
259,1.5444019589097007e-05,1.383536628198438e-05,False,samples_fe=259.json
260,1.532327875987499e-05,1.383536628198438e-05,False,samples_fe=260.json
261,1.5378846441435993e-05,1.383536628198438e-05,False,samples_fe=261.json
262,0.00033809138297539564,1.383536628198438e-05,False,samples_fe=262.json
263,0.0003198525873465348,1.383536628198438e-05,False,samples_fe=263.json
264,2.321201286074046e-05,1.383536628198438e-05,False,samples_fe=264.json
265,1.4313701953892841e-05,1.383536628198438e-05,False,samples_fe=265.json
266,1.4153426917734242e-05,1.383536628198438e-05,False,samples_fe=266.json
267,1.7071741109910016e-05,1.383536628198438e-05,False,samples_fe=267.json
268,1.3635741028242346e-05,1.3635741028242346e-05,True,samples_fe=268.json
269,1.5694419725287193e-05,1.3635741028242346e-05,False,samples_fe=269.json
270,0.0003076064032183872,1.3635741028242346e-05,False,samples_fe=270.json
271,0.0003868363317119585,1.3635741028242346e-05,False,samples_fe=271.json
272,1.556209954280772e-05,1.3635741028242346e-05,False,samples_fe=272.json
273,1.7911790390235115e-05,1.3635741028242346e-05,False,samples_fe=273.json
274,0.00010311559418181458,1.3635741028242346e-05,False,samples_fe=274.json
275,1.535062716431279e-05,1.3635741028242346e-05,False,samples_fe=275.json
276,1.3961042937499533e-05,1.3635741028242346e-05,False,samples_fe=276.json
277,1.4618633771332736e-05,1.3635741028242346e-05,False,samples_fe=277.json
278,0.00030470815560571483,1.3635741028242346e-05,False,samples_fe=278.json
280,1.3585131108919561e-05,1.3585131108919561e-05,True,samples_fe=280.json
282,1.383536628198438e-05,1.3585131108919561e-05,False,samples_fe=282.json
284,1.703615529948305e-05,1.3585131108919561e-05,False,samples_fe=284.json
285,1.721347894249886e-05,1.3585131108919561e-05,False,samples_fe=285.json
286,0.0002223575041394101,1.3585131108919561e-05,False,samples_fe=286.json
288,1.3509588144913536e-05,1.3509588144913536e-05,True,samples_fe=288.json
289,1.8714567644138024e-05,1.3509588144913536e-05,False,samples_fe=289.json
290,1.3583818601643689e-05,1.3509588144913536e-05,False,samples_fe=290.json
291,1.4044504583258548e-05,1.3509588144913536e-05,False,samples_fe=291.json
292,1.545701408188941e-05,1.3509588144913536e-05,False,samples_fe=292.json
293,1.5433331096359564e-05,1.3509588144913536e-05,False,samples_fe=293.json
294,0.00021236203932456795,1.3509588144913536e-05,False,samples_fe=294.json
295,1.6241245123151895e-05,1.3509588144913536e-05,False,samples_fe=295.json
296,1.5858562615957003e-05,1.3509588144913536e-05,False,samples_fe=296.json
298,1.875707087926485e-05,1.3509588144913536e-05,False,samples_fe=298.json
301,1.945926988889817e-05,1.3509588144913536e-05,False,samples_fe=301.json
302,1.6609650058073857e-05,1.3509588144913536e-05,False,samples_fe=302.json
304,1.4044504583258548e-05,1.3509588144913536e-05,False,samples_fe=304.json
305,1.4419244767136555e-05,1.3509588144913536e-05,False,samples_fe=305.json
306,1.5078996549733644e-05,1.3509588144913536e-05,False,samples_fe=306.json
307,1.6625407881706818e-05,1.3509588144913536e-05,False,samples_fe=307.json
308,1.3243493730458576e-05,1.3243493730458576e-05,True,samples_fe=308.json
309,1.453538353139694e-05,1.3243493730458576e-05,False,samples_fe=309.json
310,1.6390819943556832e-05,1.3243493730458576e-05,False,samples_fe=310.json
311,0.00022134990369209126,1.3243493730458576e-05,False,samples_fe=311.json
312,1.5289159585395224e-05,1.3243493730458576e-05,False,samples_fe=312.json
313,2.2915520879410926e-05,1.3243493730458576e-05,False,samples_fe=313.json
314,1.4694368566090223e-05,1.3243493730458576e-05,False,samples_fe=314.json
315,2.1251123599976503e-05,1.3243493730458576e-05,False,samples_fe=315.json
316,3.571028380155899e-05,1.3243493730458576e-05,False,samples_fe=316.json
317,3.741948081814078e-05,1.3243493730458576e-05,False,samples_fe=317.json
318,0.000199603415859758,1.3243493730458576e-05,False,samples_fe=318.json
320,1.703997932656526e-05,1.3243493730458576e-05,False,samples_fe=320.json
321,1.423275802840408e-05,1.3243493730458576e-05,False,samples_fe=321.json
322,1.4775356369039743e-05,1.3243493730458576e-05,False,samples_fe=322.json
323,1.2998833219928388e-05,1.2998833219928388e-05,True,samples_fe=323.json
324,1.503177120274066e-05,1.2998833219928388e-05,False,samples_fe=324.json
325,3.6148408494262735e-05,1.2998833219928388e-05,False,samples_fe=325.json
326,1.7203549235703512e-05,1.2998833219928388e-05,False,samples_fe=326.json
327,1.8557590685156585e-05,1.2998833219928388e-05,False,samples_fe=327.json
328,1.5599981308645383e-05,1.2998833219928388e-05,False,samples_fe=328.json
329,1.700175874591137e-05,1.2998833219928388e-05,False,samples_fe=329.json
330,1.558356019974384e-05,1.2998833219928388e-05,False,samples_fe=330.json
331,1.3635741028242346e-05,1.2998833219928388e-05,False,samples_fe=331.json
332,1.766864648727985e-05,1.2998833219928388e-05,False,samples_fe=332.json
333,1.6661338414632124e-05,1.2998833219928388e-05,False,samples_fe=333.json
334,3.198902547186058e-05,1.2998833219928388e-05,False,samples_fe=334.json
335,0.00020571378083986624,1.2998833219928388e-05,False,samples_fe=335.json
336,1.3910057837485754e-05,1.2998833219928388e-05,False,samples_fe=336.json
337,0.0001048325202117757,1.2998833219928388e-05,False,samples_fe=337.json
338,1.3585131108919561e-05,1.2998833219928388e-05,False,samples_fe=338.json
340,1.535988131993442e-05,1.2998833219928388e-05,False,samples_fe=340.json
341,1.9016023501193673e-05,1.2998833219928388e-05,False,samples_fe=341.json
342,3.58343258450508e-05,1.2998833219928388e-05,False,samples_fe=342.json
343,1.5266323938914646e-05,1.2998833219928388e-05,False,samples_fe=343.json
344,1.883527552116742e-05,1.2998833219928388e-05,False,samples_fe=344.json
345,1.5042605339045496e-05,1.2998833219928388e-05,False,samples_fe=345.json
346,1.3585131108919561e-05,1.2998833219928388e-05,False,samples_fe=346.json
347,1.8012097469105757e-05,1.2998833219928388e-05,False,samples_fe=347.json
348,1.5269018899682213e-05,1.2998833219928388e-05,False,samples_fe=348.json
349,2.0539727162640192e-05,1.2998833219928388e-05,False,samples_fe=349.json
350,3.768584727717515e-05,1.2998833219928388e-05,False,samples_fe=350.json
351,0.00037084044566634855,1.2998833219928388e-05,False,samples_fe=351.json
352,1.5149378019401656e-05,1.2998833219928388e-05,False,samples_fe=352.json
353,1.4370473495506278e-05,1.2998833219928388e-05,False,samples_fe=353.json
354,1.3731115113343363e-05,1.2998833219928388e-05,False,samples_fe=354.json
355,1.6692762681957894e-05,1.2998833219928388e-05,False,samples_fe=355.json
356,6.277819542783689e-05,1.2998833219928388e-05,False,samples_fe=356.json
357,1.3584104179927676e-05,1.2998833219928388e-05,False,samples_fe=357.json
358,6.310261803711012e-05,1.2998833219928388e-05,False,samples_fe=358.json
360,1.6251176452255325e-05,1.2998833219928388e-05,False,samples_fe=360.json
361,6.613810827320682e-05,1.2998833219928388e-05,False,samples_fe=361.json
362,1.5173192224404634e-05,1.2998833219928388e-05,False,samples_fe=362.json
363,1.604983306410086e-05,1.2998833219928388e-05,False,samples_fe=363.json
364,1.4756799935933505e-05,1.2998833219928388e-05,False,samples_fe=364.json
365,1.4653960260052296e-05,1.2998833219928388e-05,False,samples_fe=365.json
366,1.5831332753355474e-05,1.2998833219928388e-05,False,samples_fe=366.json
368,3.0843262879908125e-05,1.2998833219928388e-05,False,samples_fe=368.json
369,1.868729129769352e-05,1.2998833219928388e-05,False,samples_fe=369.json
370,1.3080070687573816e-05,1.2998833219928388e-05,False,samples_fe=370.json
372,1.3518369806068653e-05,1.2998833219928388e-05,False,samples_fe=372.json
373,1.3518369806068653e-05,1.2998833219928388e-05,False,samples_fe=373.json
374,0.023919764555806727,1.2998833219928388e-05,False,samples_fe=374.json
375,0.00038580141377971954,1.2998833219928388e-05,False,samples_fe=375.json
376,3.049304141961361e-05,1.2998833219928388e-05,False,samples_fe=376.json
377,1.2779971700722814e-05,1.2779971700722814e-05,True,samples_fe=377.json
378,1.4953400159496839e-05,1.2779971700722814e-05,False,samples_fe=378.json
379,2.3763062194694093e-05,1.2779971700722814e-05,False,samples_fe=379.json
380,1.3878320035484177e-05,1.2779971700722814e-05,False,samples_fe=380.json
381,3.141942554943032e-05,1.2779971700722814e-05,False,samples_fe=381.json
382,1.512288930650881e-05,1.2779971700722814e-05,False,samples_fe=382.json
384,1.2779971700722814e-05,1.2779971700722814e-05,False,samples_fe=384.json
385,2.2753879041371388e-05,1.2779971700722814e-05,False,samples_fe=385.json
386,1.895932966338845e-05,1.2779971700722814e-05,False,samples_fe=386.json
387,1.3509588144913536e-05,1.2779971700722814e-05,False,samples_fe=387.json
388,1.5690671010016394e-05,1.2779971700722814e-05,False,samples_fe=388.json
389,2.289844686540887e-05,1.2779971700722814e-05,False,samples_fe=389.json
390,0.00022116563234468142,1.2779971700722814e-05,False,samples_fe=390.json
391,1.3825019378555747e-05,1.2779971700722814e-05,False,samples_fe=391.json
392,1.2010989040300234e-05,1.2010989040300234e-05,True,samples_fe=392.json
393,1.3477155199317516e-05,1.2010989040300234e-05,False,samples_fe=393.json
394,1.3256806314385816e-05,1.2010989040300234e-05,False,samples_fe=394.json
395,1.4674429228444929e-05,1.2010989040300234e-05,False,samples_fe=395.json
396,1.309954639135782e-05,1.2010989040300234e-05,False,samples_fe=396.json
397,1.4522513585433948e-05,1.2010989040300234e-05,False,samples_fe=397.json
398,0.00023855565851367796,1.2010989040300234e-05,False,samples_fe=398.json
399,1.4150500207553534e-05,1.2010989040300234e-05,False,samples_fe=399.json
400,5.0108225187853e-05,1.2010989040300234e-05,False,samples_fe=400.json
402,1.275249618191523e-05,1.2010989040300234e-05,False,samples_fe=402.json
403,1.3429995753263218e-05,1.2010989040300234e-05,False,samples_fe=403.json
404,1.4019008631914115e-05,1.2010989040300234e-05,False,samples_fe=404.json
405,1.217582499334985e-05,1.2010989040300234e-05,False,samples_fe=405.json
406,1.9410879966419825e-05,1.2010989040300234e-05,False,samples_fe=406.json
407,1.3054126959951252e-05,1.2010989040300234e-05,False,samples_fe=407.json
409,1.309954639135782e-05,1.2010989040300234e-05,False,samples_fe=409.json
410,1.2317424718553293e-05,1.2010989040300234e-05,False,samples_fe=410.json
411,1.2010989040300234e-05,1.2010989040300234e-05,False,samples_fe=411.json
412,1.3900474532699179e-05,1.2010989040300234e-05,False,samples_fe=412.json
413,1.3482432350193511e-05,1.2010989040300234e-05,False,samples_fe=413.json
414,1.4558512754601731e-05,1.2010989040300234e-05,False,samples_fe=414.json
415,0.0002296483628949028,1.2010989040300234e-05,False,samples_fe=415.json
416,1.3260050101044309e-05,1.2010989040300234e-05,False,samples_fe=416.json
417,1.3904581034215153e-05,1.2010989040300234e-05,False,samples_fe=417.json
418,2.9911781941805836e-05,1.2010989040300234e-05,False,samples_fe=418.json
420,1.2598170612778098e-05,1.2010989040300234e-05,False,samples_fe=420.json
421,1.217582499334985e-05,1.2010989040300234e-05,False,samples_fe=421.json
422,1.2004753473383025e-05,1.2004753473383025e-05,True,samples_fe=422.json
423,0.00032763566159716887,1.2004753473383025e-05,False,samples_fe=423.json
424,1.2437808366317333e-05,1.2004753473383025e-05,False,samples_fe=424.json
425,1.0908333656205717e-05,1.0908333656205717e-05,True,samples_fe=425.json
426,1.0908333656205717e-05,1.0908333656205717e-05,False,samples_fe=426.json
427,1.2317424718553293e-05,1.0908333656205717e-05,False,samples_fe=427.json
428,1.607107527619566e-05,1.0908333656205717e-05,False,samples_fe=428.json
429,0.0002402261108681992,1.0908333656205717e-05,False,samples_fe=429.json
431,1.9186385948353523e-05,1.0908333656205717e-05,False,samples_fe=431.json
432,1.1937893393359169e-05,1.0908333656205717e-05,False,samples_fe=432.json
433,1.2090684125217926e-05,1.0908333656205717e-05,False,samples_fe=433.json
434,1.6310941616543047e-05,1.0908333656205717e-05,False,samples_fe=434.json
436,1.3206081307838585e-05,1.0908333656205717e-05,False,samples_fe=436.json
437,1.320090644781754e-05,1.0908333656205717e-05,False,samples_fe=437.json
438,1.0058868031891402e-05,1.0058868031891402e-05,True,samples_fe=438.json
439,1.2061094192291582e-05,1.0058868031891402e-05,False,samples_fe=439.json
440,1.14493838174731e-05,1.0058868031891402e-05,False,samples_fe=440.json
441,1.2366831244506736e-05,1.0058868031891402e-05,False,samples_fe=441.json
442,1.2090684125217926e-05,1.0058868031891402e-05,False,samples_fe=442.json
443,1.2791914674659447e-05,1.0058868031891402e-05,False,samples_fe=443.json
444,1.3711755413073877e-05,1.0058868031891402e-05,False,samples_fe=444.json
446,0.00024376108940593686,1.0058868031891402e-05,False,samples_fe=446.json
447,4.9110200319254256e-05,1.0058868031891402e-05,False,samples_fe=447.json
448,1.2090684125217926e-05,1.0058868031891402e-05,False,samples_fe=448.json
449,1.1867866430365776e-05,1.0058868031891402e-05,False,samples_fe=449.json
450,1.2061094192291582e-05,1.0058868031891402e-05,False,samples_fe=450.json
451,1.5012995397590216e-05,1.0058868031891402e-05,False,samples_fe=451.json
452,1.3409888622458084e-05,1.0058868031891402e-05,False,samples_fe=452.json
453,0.0002293349333517888,1.0058868031891402e-05,False,samples_fe=453.json
455,1.1011175173984529e-05,1.0058868031891402e-05,False,samples_fe=455.json
456,1.0861464223718744e-05,1.0058868031891402e-05,False,samples_fe=456.json
